Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - VIOSO,https://www.crunchbase.com/funding_round/vioso-series-a--36d5aaac,VIOSO,https://www.crunchbase.com/organization/vioso,Series A,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",817000,USD,817000,26/11/2007,Early Stage Venture,,,,Yes,"VIOSO provides auto alignment blending, warping, and media server solutions for panoramic projections.","3D Technology, Software, Video",,http://www.vioso.com,$1M to $10M,2481993,USD,2481993,Early Stage Venture,3,,HTGF | High-Tech Gruenderfonds,1,,"575,349"
Seed Round - Secusmart,https://www.crunchbase.com/funding_round/secusmart-seed--a470a5aa,Secusmart,https://www.crunchbase.com/organization/secusmart,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",,,,30/11/2007,Seed,,,,Yes,Secusmart has successfully driven forward the importance of secure communications.,"Mobile, Security",,https://www.secusmart.com/en,,,,,M&A,2,Mountain Partners,Mountain Partners,1,1,"422,468"
Seed Round - TrendMiner,https://www.crunchbase.com/funding_round/trendminer-seed--6945a369,TrendMiner,https://www.crunchbase.com/organization/trendminer,Seed,"Hasselt, Limburg, Belgium, Europe",135000,EUR,197331,31/12/2007,Seed,,,,Yes,"Advanced industrial analytics. Empowers data-driven decisions, optimizes operations, and achieves excellence through actionable insights","Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Chemical, Data Mining, Information Technology, Oil and Gas, Predictive Analytics, Software",,https://www.trendminer.com,$1M to $10M,9085000,EUR,10353079,M&A,5,,,,,"555,880"
Series A - iOpener,https://www.crunchbase.com/funding_round/iopener-series-a--104584ca,iOpener,https://www.crunchbase.com/organization/iopener,Series A,"Aachen, Nordrhein-Westfalen, Germany, Europe",4100000,EUR,5995940,01/01/2008,Early Stage Venture,,,,Yes,iOpener develops systems that utilizes satellite navigation technology to track vehicles in real time.,"Automotive, Developer Platform, Electric Vehicle",,http://www.iopenermedia.com,$1M to $10M,11995940,USD,11995940,Early Stage Venture,2,Triangle Venture Capital Group,Triangle Venture Capital Group,1,,"441,184"
Seed Round - Isobionics,https://www.crunchbase.com/funding_round/isobionics-seed--77b5334c,Isobionics,https://www.crunchbase.com/organization/isobionics,Seed,"Geleen, Limburg, The Netherlands, Europe",,,,01/01/2008,Seed,,,,Yes,Isobionics that uses a proprietary biotechnology process for the production of flavor and fragrance ingredients. ,"Biotechnology, Chemical",,http://www.isobionics.com/,$1M to $10M,,,,M&A,2,,Limburg Ventures,1,,"564,634"
Seed Round - trivago,https://www.crunchbase.com/funding_round/trivago-seed--6534d70b,trivago,https://www.crunchbase.com/organization/trivago,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",1140000,USD,1140000,14/01/2008,Seed,,,,Yes,trivago is an online hotel search platform that compares prices from various hotels on booking sites worldwide.,"Hospitality, Hotel, Information Technology, Internet, Marketing, Travel",,https://company.trivago.com,$500M to $1B,54997173,USD,54997173,M&A,3,HOWZAT Partners,HOWZAT Partners,1,,"244,373"
Series A - Secusmart,https://www.crunchbase.com/funding_round/secusmart-series-a--30821336,Secusmart,https://www.crunchbase.com/organization/secusmart,Series A,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",,,,20/04/2008,Early Stage Venture,,,,Yes,Secusmart has successfully driven forward the importance of secure communications.,"Mobile, Security",,https://www.secusmart.com/en,,,,,M&A,2,,"Ammer!Partners, Dr. Cornelius Boersch, GMGMT, Mountain Partners",4,1,"526,300"
Series A - Miracor Medical,https://www.crunchbase.com/funding_round/miracor-medical-series-a--950f0170,Miracor Medical,https://www.crunchbase.com/organization/miracor-medical,Series A,"Awans, Liege, Belgium, Europe",6000000,EUR,9283241,01/05/2008,Early Stage Venture,,,,Yes,Miracor Medical is a medical device company developing disruptive solutions to treat severe heart diseases.,"Health Care, Health Diagnostics, Manufacturing, Medical, Medical Device, Personal Health",,http://www.miracormedical.com,,100101448,USD,100101448,Late Stage Venture,9,,"Delta Partners, Earlybird Venture Capital",2,,"135,855"
Seed Round - QuinLogic,https://www.crunchbase.com/funding_round/quinlogic-seed--24849b8f,QuinLogic,https://www.crunchbase.com/organization/quinlogic,Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",1570000,EUR,2296208,01/09/2008,Seed,,,,Yes,"QuinLogic develops software for process improvement in the manufacture of sheet material (steel, paper).","Enterprise Software, Manufacturing, Renewable Energy, Software",,http://quinlogic.com/,Less than $1M,1570000,EUR,2296208,Seed,1,Seed Fonds Aachen,"KfW, Seed Fonds Aachen",2,,"487,473"
Seed Round - antibodies-online.com,https://www.crunchbase.com/funding_round/antikoerper-online-de-seed--5904161c,antibodies-online.com,https://www.crunchbase.com/organization/antikoerper-online-de,Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",,,,01/10/2008,Seed,,,,Yes,"antibodies-online is a vendor-independent marketplace for antibodies, ELISA kits, and related research reagents.","Biotechnology, E-Commerce, Life Science, Marketplace",,http://www.antibodies-online.com,Less than $1M,250000,EUR,368257,M&A,4,TechVision Fund,TechVision Fund,1,,"485,299"
Series A - Cognesys,https://www.crunchbase.com/funding_round/cognesys-series-a--355e71f3,Cognesys,https://www.crunchbase.com/organization/cognesys,Series A,"Aachen, Nordrhein-Westfalen, Germany, Europe",,,,01/11/2008,Early Stage Venture,,,,Yes,Cognesys has been developing software for language recognition.,"Software, Speech Recognition",,https://vier-cognesys.de/,,,,,Early Stage Venture,3,,,,,"548,216"
Series A - VIOSO,https://www.crunchbase.com/funding_round/vioso-series-a--94d7bc32,VIOSO,https://www.crunchbase.com/organization/vioso,Series A,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",1000000,EUR,1263411,18/11/2008,Early Stage Venture,,,,Yes,"VIOSO provides auto alignment blending, warping, and media server solutions for panoramic projections.","3D Technology, Software, Video",,http://www.vioso.com,$1M to $10M,2481993,USD,2481993,Early Stage Venture,3,,"Hasso Plattner Ventures, HTGF | High-Tech Gruenderfonds, KfW",3,1,"638,706"
Seed Round - ENS Merlin,https://www.crunchbase.com/funding_round/ens-merlin-seed--5d64e754,ENS Merlin,https://www.crunchbase.com/organization/ens-merlin,Seed,"Cuijk, Limburg, The Netherlands, Europe",,,,01/12/2008,Seed,,,,Yes,ENS Merlin eliminate allergens and pollutants from the air without the use of filters.,"Energy, Environmental Engineering",,https://ens-merlin.com/,,,,,Seed,1,Agile Accelerator,Agile Accelerator,1,,"672,655"
Seed Round - Cognesys,https://www.crunchbase.com/funding_round/cognesys-seed--5190ef7f,Cognesys,https://www.crunchbase.com/organization/cognesys,Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",,,,01/01/2009,Seed,,,,Yes,Cognesys has been developing software for language recognition.,"Software, Speech Recognition",,https://vier-cognesys.de/,,,,,Early Stage Venture,3,TechVision Fund,TechVision Fund,1,,"260,126"
Seed Round - clickworker,https://www.crunchbase.com/funding_round/clickworker-com-seed--4c8f7769,clickworker,https://www.crunchbase.com/organization/clickworker-com,Seed,"Essen, Nordrhein-Westfalen, Germany, Europe",1000000,EUR,1394492,01/01/2009,Seed,,,,Yes,"clickworker.com is a crowdsourcing platform providing on-demand, virtual workforce for projects or companies.","Crowdsourcing, SEO",,https://www.clickworker.com,$1M to $10M,10650000,EUR,14590917,M&A,6,,HTGF | High-Tech Gruenderfonds,1,,"572,965"
Seed Round - TriDiCam GmbH,https://www.crunchbase.com/funding_round/tridicam-gmbh-seed--f5f7832a,TriDiCam GmbH,https://www.crunchbase.com/organization/tridicam-gmbh,Seed,"Duisburg, Nordrhein-Westfalen, Germany, Europe",,,,01/07/2009,Seed,,,,Yes,TriDiCam GmbH develops and markets 3D sensor modules for robots.,"3D Technology, Electronics, Manufacturing, Robotics, Sensor",,http://www.tridicam.de/,Less than $1M,,,,Seed,1,,"Enjoyventure Management, Fraunhofer Venture",2,,"559,046"
Pre Seed Round - Solarus Sunpower,https://www.crunchbase.com/funding_round/solarus-pre-seed--9615860a,Solarus Sunpower,https://www.crunchbase.com/organization/solarus,Pre-Seed,"Venlo, Limburg, The Netherlands, Europe",300000,USD,300000,10/11/2009,Seed,,,,Yes,Solarus provides solar energy technology systems for professional customers worldwide.,"CleanTech, Energy, Solar",,http://solarus.com/,Less than $1M,9978495,USD,9978495,,4,,,,,"637,171"
Series A - CEVEC Pharmaceuticals,https://www.crunchbase.com/funding_round/cevec-pharmaceuticals-series-a--ee8b572a,CEVEC Pharmaceuticals,https://www.crunchbase.com/organization/cevec-pharmaceuticals,Series A,"Köln, Nordrhein-Westfalen, Germany, Europe",4000000,EUR,5966151,19/11/2009,Early Stage Venture,,,,Yes,CEVEC Pharmaceuticals develops therapeutic proteins and monoclonal antibodies with human glycosylation patterns.,"Biopharma, Biotechnology, Health Care",,http://www.cevec.com,$10M to $50M,24907729,USD,24907729,M&A,5,"Creathor Ventures, NRW.BANK","Creathor Ventures, ERP Startfonds, NRW.BANK",3,2,"287,653"
Seed Round - audimark GmbH,https://www.crunchbase.com/funding_round/audimark-gmbh-seed--b34ba719,audimark GmbH,https://www.crunchbase.com/organization/audimark-gmbh,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",,,,01/01/2010,Seed,,,,Yes,Audimark GmbH is the market-leading web radio marketer in Germany.,"Internet, Internet Radio",,http://www.audimark.de/,,,,,,2,TechVision Fund,TechVision Fund,1,,"258,107"
Series A - FABPulous,https://www.crunchbase.com/funding_round/fabpulous-series-a--68995d01,FABPulous,https://www.crunchbase.com/organization/fabpulous,Series A,"Maastricht, Limburg, The Netherlands, Europe",,,,11/01/2010,Early Stage Venture,,,,Yes,FABPulous is an innovative healthcare company which develops and markets solutions for diagnostics in primary care and emergency medicine.,"Biotechnology, Health Care, Medical, Primary and Urgent Care",,http://www.fabpulous.com,,3433750,EUR,3799685,,4,"Health Innovation Fund, Limburg Ventures, NV Industriebank LIOF, Thuja Capital","Health Innovation Fund, Limburg Ventures, Medavinci, NV Industriebank LIOF, Thuja Capital",5,5,"413,695"
Series A - clickworker,https://www.crunchbase.com/funding_round/clickworker-com-series-a--9d74dd2f,clickworker,https://www.crunchbase.com/organization/clickworker-com,Series A,"Essen, Nordrhein-Westfalen, Germany, Europe",3000000,EUR,4057541,23/03/2010,Early Stage Venture,,,,Yes,"clickworker.com is a crowdsourcing platform providing on-demand, virtual workforce for projects or companies.","Crowdsourcing, SEO",,https://www.clickworker.com,$1M to $10M,10650000,EUR,14590917,M&A,6,,"HTGF | High-Tech Gruenderfonds, KfW, SeedCapital Dortmund, Wolfram Conen",4,,"424,878"
Seed Round - SAW Instruments,https://www.crunchbase.com/funding_round/saw-instrument-seed--811859a2,SAW Instruments,https://www.crunchbase.com/organization/saw-instrument,Seed,"Bonn, Nordrhein-Westfalen, Germany, Europe",,,,15/04/2010,Seed,,,,Yes,SAW Instruments develops and commercializes innovative analytical systems for the life sciences market.,Hardware,,http://www.saw-instruments.de,Less than $1M,1000000,EUR,1380523,M&A,2,,HTGF | High-Tech Gruenderfonds,1,,"244,488"
Seed Round - CaptchaAd,https://www.crunchbase.com/funding_round/captchaad-seed--73f93a70,CaptchaAd,https://www.crunchbase.com/organization/captchaad,Seed,"Bonn, Nordrhein-Westfalen, Germany, Europe",,,,28/05/2010,Seed,,,,Yes,CaptchaAd provides online video advertising solutions.,Advertising,,http://captchaad.com/,$1M to $10M,,,,Seed,1,SquareOne Venture Capital,SquareOne Venture Capital,1,,"381,879"
Series A - TrendMiner,https://www.crunchbase.com/funding_round/trendminer-series-a--ba89aa1c,TrendMiner,https://www.crunchbase.com/organization/trendminer,Series A,"Hasselt, Limburg, Belgium, Europe",2500000,EUR,3056635,01/06/2010,Early Stage Venture,,,,Yes,"Advanced industrial analytics. Empowers data-driven decisions, optimizes operations, and achieves excellence through actionable insights","Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Chemical, Data Mining, Information Technology, Oil and Gas, Predictive Analytics, Software",,https://www.trendminer.com,$1M to $10M,9085000,EUR,10353079,M&A,5,,"Gemma Frisius Fund, Limburgse Reconversie Maatschappij",2,1,"418,905"
Seed Round - navabi,https://www.crunchbase.com/funding_round/navabi-seed--16a60b3c,navabi,https://www.crunchbase.com/organization/navabi,Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",650000,EUR,847580,01/08/2010,Seed,,,,Yes,navabi is the premier destination for plus size fashion worldwide.,"E-Commerce, Fashion, Retail",,http://www.navabi.co.uk,$10M to $50M,34609089,USD,34609089,M&A,6,,"Dumont Venture, Wecken & Cie.",2,,"303,540"
Series A - HYPE Innovation,https://www.crunchbase.com/funding_round/hype-series-a--21bd4bb6,HYPE Innovation,https://www.crunchbase.com/organization/hype,Series A,"Bonn, Nordrhein-Westfalen, Germany, Europe",,,,01/10/2010,Early Stage Venture,,,,Yes,HYPE Innovation offers software and consulting for strategic innovation management,"Computer, Enterprise Software, Software",,http://www.hypeinnovation.com,$10M to $50M,,,,M&A,2,ViewPoint Capital Partners,"Urs Ehrismann, ViewPoint Capital Partners",2,1,"281,851"
Series A - SUPR,https://www.crunchbase.com/funding_round/supr-series-a--4d1ad2f7,SUPR,https://www.crunchbase.com/organization/supr,Series A,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,03/12/2010,Early Stage Venture,,,,Yes,SUPR is a modern and professional shopsystem in the cloud with easy handling and great designs.,"E-Commerce, Shopping, Social Bookmarking",,http://supr.com,$10M to $50M,,,,Early Stage Venture,1,TEV Ventures,TEV Ventures,1,,"345,492"
Series A - Safe Orthopaedics,https://www.crunchbase.com/funding_round/safe-orthopaedics-series-a--b70ceb32,Safe Orthopaedics,https://www.crunchbase.com/organization/safe-orthopaedics,Series A,"Californië, Limburg, The Netherlands, Europe",6000000,EUR,7918294,29/12/2010,Early Stage Venture,,,,Yes,Safe Orthopaedics is a France-based company principally engaged in the medical devices industry.,"Health Care, Medical Device",,http://www.safeorthopaedics.com/,$1M to $10M,15800000,EUR,19567976,IPO,5,"Idinvest Partners, Kurma Partners","Idinvest Partners, Kurma Partners",2,,"426,277"
Seed Round - froodies GmbH,https://www.crunchbase.com/funding_round/froodies-gmbh-seed--789c04a2,froodies GmbH,https://www.crunchbase.com/organization/froodies-gmbh,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",,,,01/01/2011,Seed,,,,Yes,Froodies is the first online supermarket for fresh groceries.,"E-Commerce, Grocery, Internet",,http://www.froodies.de,,,,,Seed,1,,"ApolloCapital, HTGF | High-Tech Gruenderfonds, Sirius Venture Partners, Vilitas GmbH & Co. KG",4,2,"473,190"
Seed Round - Sizz,https://www.crunchbase.com/funding_round/sizz-seed--87365df7,Sizz,https://www.crunchbase.com/organization/sizz,Seed,"Maastricht, Limburg, The Netherlands, Europe",,,,01/01/2011,Seed,,,,Yes,Mobile phone subscription provider aimed towards women,"Enterprise Software, Information Services, Mobile Devices",,http://www.sizz.nl/,,,,,Seed,1,,"RTL Ventures, Vodafone",2,,"643,637"
Seed Round - Thalento,https://www.crunchbase.com/funding_round/thalento-seed--fa0456b5,Thalento,https://www.crunchbase.com/organization/thalento,Seed,"Hasselt, Limburg, Belgium, Europe",600000,EUR,821396,26/01/2011,Seed,,,,Yes,Thalento offers SaaS based e-assessments and talent intelligence solutions in 26 languages across a number of industries and geographies.,"Career Planning, Enterprise Software, Human Resources, Recruiting, SaaS, Skill Assessment, Software",,https://www.thalento.com/,$1M to $10M,600000,EUR,821396,Seed,1,,Limburgse Reconversie Maatschappij,1,,"455,631"
Seed Round - Nano4Imaging,https://www.crunchbase.com/funding_round/nano4imaging-seed--2d2ac8b7,Nano4Imaging,https://www.crunchbase.com/organization/nano4imaging,Seed,"Düsseldorf, Nordrhein-Westfalen, Germany, Europe",,,,01/02/2011,Seed,,,,Yes,Nano4Imaging produces and uses medical devices and implants visible for medical interventions to monitor their function (e.g under MRI).,"Health Care, Medical, Medical Device",,http://www.nano4imaging.com/,Less than $1M,2482709,EUR,2634750,,4,TechVision Fund,TechVision Fund,1,,"501,996"
Seed Round - Carsale24,https://www.crunchbase.com/funding_round/carsale24-seed--c6ff13c8,Carsale24,https://www.crunchbase.com/organization/carsale24,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,24/02/2011,Seed,,,,Yes,Carsale24.de is the unique online platform where individuals can sell their car free of charge.,"Automotive, E-Commerce, Internet",,https://www.carsale24.com,$1M to $10M,,,,M&A,2,,HV Capital,1,1,"288,607"
Series A - BioActor,https://www.crunchbase.com/funding_round/bioactor-series-a--de075458,BioActor,https://www.crunchbase.com/organization/bioactor,Series A,"Maastricht, Limburg, The Netherlands, Europe",2000000,EUR,2899891,26/07/2011,Early Stage Venture,,,,Yes,"BioActor develops proprietary health ingredients for use in functional foods, medical nutrition, and dietary supplements.","Biotechnology, Dietary Supplements, Health Care",,http://www.bioactor.com,,2000000,EUR,2899891,Early Stage Venture,1,ICOS Capital Management,"Hans van der Saag, ICOS Capital Management, Limburg Ventures, Nedermaas Hightech Ventures",4,,"639,059"
Seed Round - Ambassify,https://www.crunchbase.com/funding_round/ambassify-seed--ffc8e0e5,Ambassify,https://www.crunchbase.com/organization/ambassify,Seed,"Ham, Liege, Belgium, Europe",50000,EUR,69524,31/10/2011,Seed,,,,Yes,Ambassify sell through your trusted ambassadors via an exclusive and fun community.,"B2B, Information Services, Information Technology, Internet, Marketing",,https://www.ambassify.com,$1M to $10M,2050000,EUR,2437467,,3,,,,,"123,605"
Seed Round - Scanbot SDK,https://www.crunchbase.com/funding_round/scanbot-seed--5b0d6976,Scanbot SDK,https://www.crunchbase.com/organization/scanbot,Seed,"Bonn, Nordrhein-Westfalen, Germany, Europe",,,,01/11/2011,Seed,,,,Yes,Scanbot is a B2B company that offers scanning software for mobile apps and websites.,"Apps, Document Preparation, InsurTech, QR Codes, SaaS, Software",,https://scanbot.io,$1M to $10M,,,,Early Stage Venture,2,,"Evoco, Freigeist Capital",2,,"310,062"
Series A - tamyca,https://www.crunchbase.com/funding_round/tamyca-series-a--300868dc,tamyca,https://www.crunchbase.com/organization/tamyca,Series A,"Aachen, Nordrhein-Westfalen, Germany, Europe",,,,11/11/2011,Early Stage Venture,,,,Yes,Mobility-as-a-Service and p2p Carsharing Provider,"Car Sharing, Collaborative Consumption, Transportation",,http://www.snappcar.de,,,,,M&A,1,,KIZOO Technology Capital,1,,"497,141"
Seed Round - navabi,https://www.crunchbase.com/funding_round/navabi-seed--d7bb305c,navabi,https://www.crunchbase.com/organization/navabi,Seed,"Aachen, Nordrhein-Westfalen, Germany, Europe",2800000,USD,2800000,09/12/2011,Seed,,,,Yes,navabi is the premier destination for plus size fashion worldwide.,"E-Commerce, Fashion, Retail",,http://www.navabi.co.uk,$10M to $50M,34609089,USD,34609089,M&A,6,Seventure Partners,"Dumont Venture, Seventure Partners, Wecken & Cie.",3,1,"253,402"
Seed Round - Phenospex,https://www.crunchbase.com/funding_round/phenospex-seed--5b9ea9f5,Phenospex,https://www.crunchbase.com/organization/phenospex,Seed,"Heerlen, Limburg, The Netherlands, Europe",500000,EUR,653805,13/12/2011,Seed,,,,Yes,"Phenospex designs sensors and imagery analytics to extract quantitative metrics about the shape, health, and yield potential of crops.","Agriculture, Life Science",,http://www.phenospex.com,$1M to $10M,2500000,EUR,2999420,Early Stage Venture,2,,"Nedermaas Hightech Ventures, NV Industriebank LIOF",2,,"294,149"
Seed Round - Merkando,https://www.crunchbase.com/funding_round/merkando-seed--e8db47e0,Merkando,https://www.crunchbase.com/organization/merkando,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,20/12/2011,Seed,,,,Yes,"merkando offers shopping systems for easy integration and artist, fan and corporate websites. ",E-Commerce,,http://www.merkando.de/,Less than $1M,,,,Seed,1,Media Ventures,Media Ventures,1,,"324,205"
Seed Round - moneymeets,https://www.crunchbase.com/funding_round/moneymeets-seed--fef13474,moneymeets,https://www.crunchbase.com/organization/moneymeets,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",200000,EUR,258905,01/01/2012,Seed,200000,EUR,258905,Yes,moneymeets develops customer-centeric advisory software for banks and insurance companies,"Finance, Financial Services, Insurance, Software",,https://moneymeets.com,$1M to $10M,13450000,EUR,15375963,Early Stage Venture,6,,,,,"265,787"
Series A - Carsale24,https://www.crunchbase.com/funding_round/carsale24-series-a--745038ab,Carsale24,https://www.crunchbase.com/organization/carsale24,Series A,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,01/02/2012,Early Stage Venture,,,,Yes,Carsale24.de is the unique online platform where individuals can sell their car free of charge.,"Automotive, E-Commerce, Internet",,https://www.carsale24.com,$1M to $10M,,,,M&A,2,,"HV Capital, STS Ventures",2,1,"395,469"
Seed Round - moneymeets,https://www.crunchbase.com/funding_round/moneymeets-seed--b93501d8,moneymeets,https://www.crunchbase.com/organization/moneymeets,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",700000,EUR,926024,01/05/2012,Seed,4000000,EUR,5291565,Yes,moneymeets develops customer-centeric advisory software for banks and insurance companies,"Finance, Financial Services, Insurance, Software",,https://moneymeets.com,$1M to $10M,13450000,EUR,15375963,Early Stage Venture,6,,,,,"190,325"
Series A - Scanbot SDK,https://www.crunchbase.com/funding_round/scanbot-series-a--77ca9673,Scanbot SDK,https://www.crunchbase.com/organization/scanbot,Series A,"Bonn, Nordrhein-Westfalen, Germany, Europe",,,,01/06/2012,Early Stage Venture,,,,Yes,Scanbot is a B2B company that offers scanning software for mobile apps and websites.,"Apps, Document Preparation, InsurTech, QR Codes, SaaS, Software",,https://scanbot.io,$1M to $10M,,,,Early Stage Venture,2,Target Partners,Target Partners,1,,"579,269"
